titulo,subtitulo,primer_parrafo,seccion
Negaron la libertad condicional a dos condenados por el crimen de Natalia Melmann ,Los expolicías están condenados a perpetua por el crimen de la adolescente,"Los dos expolicías condenados a reclusión perpetua por el crimen de Natalia Melmann seguirán en prisión luego de que la justicia de Mar del Plata rechazara beneficiarlos con la libertad condicional. “Estamos felices pero esto no termina acá porque siempre apelan. Llevan 22 años apelando” dijo a este diario Laura Calampuca, mamá de la adolescente de 15 años asesinada en febrero de 2001 en la localidad balnearia de Miramar, y por cuyo crimen el próximo sábado se realizará un homenaje en la ciudad donde vivió.",Sociedad
Marcha por la soberanía ,Centenares de personas de 120 organizaciones por el acceso libre a Lago Escondido,"Con dirigentes políticos, militantes gremiales y sociales de distintos puntos del país, que representan a más de 120 organizaciones, cientos de personas se movilizan desde el domingo en la Séptima Marcha Soberana a Lago Escondido, reclamando que se abra un camino público al lago, tal como lo establece la Constitución y como recientemente falló en una sentencia la Cámara de Apelaciones en lo Civil y Comercial de Bariloche. ",Sociedad
"Polonia: el ministro de Salud calificó de ""inaceptable"" la obstaculización de la IVE para una joven violada","La adolescente, que tiene discapacidad mental, debió sortear reiteradas ""objeciones de conciencia"" médicas","En Polonia, los obstáculos que debió enfrentar una adolescente con discapacidad mental para acceder a la interrupción de la gestación que cursaba producto de un abuso sexual, terminó desencadenando una ola de indignación y demandas para suavizar las leyes, que están ""entre las más estrictas"" de Europa. Las reacciones se registraron, inclusive, dentro del propio gobierno polaco. ""Estamos conmocionados por este caso y nuestra respuesta es inequívoca"", aseguró el ministro de Salud polaco, Adam Niedzielski, quien calificó al caso de ""inaceptable"". ",Sociedad
"""La deforestación y el mal manejo de los cultivos"" contribuyen a la sequía, advirtió el viceministro de Ambiente","Es preciso ""vislumbrar cuál es el escenario futuro"" que plantea el cambio climático y adaptarse, señaló Sergio Federovisky ","En “la Argentina siempre está el aporte de la deforestación y el mal manejo de los cultivos”, aseguró el viceministro de Ambiente y Desarrollo Sostenible, Sergio Federovisky, en referencia a la sequía, y los focos de incendios forestales que se encuentran activos en el país.",Sociedad
Abuso sexual: confirmaron la preventiva para un deportista chileno,"""Existe el riesgo de que hostigue a la víctima”, una chica de 14 años","La Cámara Nacional en lo Criminal y Correccional confirmó este lunes el procesamiento y la prisión preventiva para el jugador de tenis de mesa chileno acusado de abusar sexualmente de una adolescente de 14 años, quien en 2017 practicaba el mismo deporte en el Centro Nacional de Alto Rendimiento Deportivo (Cenard). ",Sociedad
Córdoba: tercer caso confirmado de chikungunya ,"Hasta ahora, todos los pacientes registraron antecedentes de viaje, uno a Brasil y dos a Paraguay","Este lunes, en Córdoba fue notificado el tercer caso de chikungunya, que transmite el mosquito aedes aegypti, y, según la información oficial del Ministerio de Salud local, se trata de un hombre residente en Buenos Aires, que estuvo de viaje en Paraguay por razones laborales. ",Sociedad
Lucio Dupuy: su padre convocó ante tribunales de Santa Rosa,"“Cuando esté en esa sala esperando el veredicto, quiero escucharlos afuera"", tuiteó","El padre de Lucio Dupuy, el niño asesinado en noviembre de 2021 en Santa Rosa, convocó a una movilización frente a los tribunales de la capital pampeana para el próximo jueves, cuando se conocerá el fallo del tribunal de juicio que determinará la autoría y responsabilidad penal de la madre del niño, Magdalena Espósito Valenti; y de su pareja, Abigail Páez; ambas acusadas y detenidas por el caso. ",Sociedad
"Cómo evitar las bacterias shigella y salmonella, según las autoridades",Intoxicación y muerte en Berazategui,"La semana pasada, dos hombres fallecieron por cuadros de diarrea y vómitos a causa de las bacterias salmonella y shigella, y otros dos fueron internados en la provincia de Buenos Aires, con sospechas de la misma infección. En un comunicado, el Municipio y el Ministerio de Salud bonaerense difundieron recomendaciones para el público y profesionales de salud para prevenir infecciones de salmonella o shigella. ",Sociedad
Reclusión perpetua en Argentina: cuántos años son y libertad condicional,Burlando y la fiscalía la pidieron para los rugbiers,El abogado penalista Martín De Vargas analizó el juicio oral que se desarrolla en Dolores por el crimen de Fernando Báez Sosa en enero de 2020 y explicó por qué los imputados podrían recibir la pena de prisión perpetua.,Sociedad
Efemérides de hoy: qué pasó un 30 de enero,Hechos que ocurrieron en la Argentina y el mundo,En las efemérides del 30 de enero sobresalen estos hechos que ocurrieron un día como hoy en la Argentina y el mundo:,Sociedad
"Después del derrumbe, a vivir bajo la autopista","El Gobierno porteño tiró abajo sus casas por error, diez días después siguen en la calle","“Dormir en la calle es un infierno”. Así define Silvia Gómez, mate en mano y sentada en el mismo colchón donde intenta descansar desde hace diez noches a la intemperie, lo que está viviendo en el barrio Padre Carlos Mugica (exvilla 31). El pasado 18 de enero la empresa Villarex, contratada por el gobierno de la Ciudad como parte del proceso de urbanización llevado a cabo por la UPE (Unidad de Proyectos Especiales), del Ministerio de Desarrollo y Hábitat, provocó un derrumbe y un incendio que afectó las viviendas de 25 familias. ",Sociedad
"Derrumbe en la villa 31: ""Las viviendas siguen inhabitables""",Denuncia del legislador porteño del FdT Matías Barroetaveña,"""Hablan permanentemente de la urbanización de la 31 y cuando provocan una situación, dañando a 26 familias, las soluciones dejan en evidencia que el Estado está ausente”, denunció Matías Barroetaveña, legislador porteño por el Frente de Todos. Las familias de la villa 31, que se quedaron sin hogar debido a la errónea demolición de la empresa Villarex S.A hace más de 10 días, continúan viviendo en carpas debajo de la autopista Illia. En tanto, el Ministerio Público de la Defensa realizó una denuncia por incumplimiento de la medida cautelar que le impuso la justicia al Gobierno de la Ciudad  para dar un plan de emergencia habitacional a los damnificados. ",Sociedad
"""Gripe del loro"": cuatro personas fueron internadas en Rafaela por neumonía bilateral derivada de psitacosis",Alarma de las autoridades sanitarias locales,"Cuatro personas fueron internadas este fin de semana en la ciudad santafesina de Rafaela por un cuadro de neumonía bilateral derivado de psitacosis, una enfermedad causada por la bacteria Chlamydia psittaci que suele ser transmitida a las personas por loros, cotorras, papagayos, canarios, jilgueros y palomas.",Sociedad
¿Qué pasa en Japón con el coronavirus?,Récord de muertes en un mes y cruce con China por los vuelos internacionales,"Japón registró más de diez mil muertes por coronavirus en enero, lo que representa un nuevo récord en un mes y un crecimiento extraordinario desde el inicio de la pandemia. La cifra generó alerta entre las autoridades puesto que hasta el último día de 2022 la suma total de decesos desde marzo de 2020 era de alrededor de 57.000.",Sociedad
"""No es revanchismo ni venganza, es justicia""","Juicio por la Verdad, por la matanza de huelguistas en 1920 en la Patagonia  ","En el camino de reparación histórica iniciado en los Juicios por la Verdad se busca el reconocimiento de la responsabilidad del Estado en la matanza de huelguistas patagónicos que resistían las condiciones de trabajo semi esclavo impuestas por los estancieros en 1920. Fueron ejecutadas por fuerzas de seguridad estatales –Ejército y policía--, y paramilitares –la Liga Patriótica--. Nunca se informó la masacre, no se reportaron los asesinatos, ni se juzgó a nadie por estos crímenes. ",Sociedad
El legado de Osvaldo Bayer,Entrevista a Esteban Bayer sobre el juicio por los fusilamientos patagónicos de 1920,"“¿Qué significa para la sociedad santa cruceña, reivindicar la huelga?” se pregunta Esteban Bayer. Siguiendo los pasos de Osvaldo, su padre, Esteban que reside en Alemania asiste cada 8 de diciembre a los homenajes en la estancia santacruceña La Anita. “El lugar donde se cometió el más grande de los fusilamientos, y donde se acaba la huelga porque después de eso terminan fusilando a todos”, repasa sobre las masacres conocidas como los sucesos de la Patagonia trágica, de 1920 a 1922. “Allí todo está igual, la escena es la misma, los cerros, el casco de la estancia, los galpones donde estuvieron detenidos los huelguistas la noche anterior. Todo igual, tal vez un poco más pintado, hasta los mismos dueños”. ",Sociedad
Dos tragedias en Pakistán,Murieron 10 niños y 41 adultos,Al menos 51 personas murieron este domingo en dos dramáticos accidentes ocurridos en pocas horas de intervalo en el oeste de Pakistán: un autobús que cayó de un puente dejó al menos 41 víctimas mortales y un naufragio costó la vida a 10 niños.,Sociedad
Un hombre murió al chocar su auto contra una columna en la Panamericana,Se desconoce cómo se produjo el incidente,"Un hombre murió este domingo tras que su auto impactó de frente con la columna de un puente peatonal en el ramal Campana de la autopista Panamericana, a la altura de Escobar.",Sociedad
El SMN emitió alerta amarillo para ocho provincias ,"Tormentas, intensas ráfagas y caída de granizo","El Servicio Meteorológico Nacional (SMN) emitió este domingo alerta amarilla por tormentas en Catamarca, Córdoba, Mendoza, Santiago del Estero, San Luis, Tucumán, La Rioja y San Juan. En estas dos últimas provincias también hay zonas donde rige alerta naranja, que indica probabilidad de tormentas de mayor intensidad. ",Sociedad
Clima en Buenos Aires: el pronóstico del tiempo para este domingo 29 de enero,Servicio Meteorológico Nacional,"El clima en la ciudad de Buenos Aires y alrededores se presenta este domingo con cielo despejado, una temperatura estimada en 22 grados de mínima y 31 de máxima, y vientos del sector este, informó el Servicio Meteorológico Nacional (SMN).",Sociedad
Efemérides de hoy: qué pasó un 29 de enero,Hechos que ocurrieron en la Argentina y el mundo,En las efemérides del 29 de enero sobresalen estos hechos que ocurrieron un día como hoy en la Argentina y el mundo:,Sociedad
Caso único en Argentina: por error médico le implantaron un embrión equivocado,La pareja afectada demanda a la clínica de fertilidad,"Contar con la posibilidad de ser padres y madres, esperar la llegada de un hijo y que nazca con salud constituye uno de los eventos más trascendentales en la vida de las personas. En muchos casos, la fertilización in vitro se establece como vía que puede contribuir en la concepción de un niño o niña cuando se presentan problemas y se requiere de una reproducción asistida. Comúnmente, se obtienen óvulos y se los fecunda en un laboratorio; luego, el embrión se implanta en el útero. El procedimiento sucede sin mayores obstáculos y la felicidad desborda; sin embargo, ¿qué pasa cuando, por error humano, una madre gesta un bebé que corresponde a otra pareja?",Sociedad
Una muerte y 22 familias en la calle por el fuego,El incendio de Villa Ortúzar desnuda la desidia del Gobierno de la Ciudad,"“Era una mujer mayor con una discapacidad. Se escucharon sus gritos hasta el último momento. Fue desgarrador”, relató una de las vecinas afectadas por el incendio --ocurrido el martes pasado en Charlone 1645, en Villa Ortúzar--, en el que Pilar (72) perdió la vida y que dejó a unas 22 familias en situación de calle. Tras dormir varias noches en la plaza del barrio, las personas damnificadas esperan reunirse este lunes con autoridades del Instituto de Vivienda de la Ciudad (IVC).",Sociedad
Alerta naranja por presencia de cianobacterias en aguas del Río de La Plata y lagunas bonaerenses  ,Producen toxinas que pueden provocar trastornos de salud en humanos y animales,"La Subsecretaría de Recursos Hídricos de la provincia de Buenos Aires, a través de la Mesa Interinstitucional de Cianobacterias, emitió este sábado el alerta naranja por la presencia de cianobacterias en balnearios del Río de la Plata y lagunas bonaerenses.Las autoridades indicaron que el alerta naranja es un riesgo medio en el que el agua se ve de un color verde brillante en la superficie y en la arena. ""Las cianobacterias se acumulan en la columna de agua o en la superficie, pero no en una capa continua"", explicaron.Recomendaron evitar el contacto con las manchas verdes, lavarse con agua limpia en caso de entrar al río o laguna, no consumir alimentos que provengan del cuerpo de agua y prestar especial atención a niños y mascotas.Los puntos más afectados ubicados sobre la costa del Río de La Plata que están en la localidad de Ensenada son: La Pérgola, Mirador Costero, Parador II, Club Regatas y canal de acceso Río Santiago.De igual modo, en la zona costera del municipio de Berisso se advierte la presencia de estos organismos en la zona del Delta, Palo Blanco, Balneario Municipal, La Balandra, como también en la localidad de Magdalena (Balneario Magdalena y Balneario Atalaya).Las cianobacterias son organismos que viven en el agua generalmente, presentan un color azul verdoso, y algunas de estas especies pueden ser nocivas para la salud.Asimismo se informó que se mantiene el alerta naranja por presencia de cianobacterias en la Laguna de Gómez (Puente Lincoln) ubicada en el distrito de Junín; Laguna de Lobos, de ese distrito; como también en la Laguna Chis Chis, La Tablilla y las Barrancas, espejos de agua pertenecientes a la cuenca del río Salado, en la provincia de Buenos Aires.Finalmente, desde el organismo se informó que como las condiciones pueden variar en relación a las distintas situaciones meteorológicas, desde la página web www.gba.gob.ar/cianobacterias está disponible el cianosemáforo con actualización diaria, para que bañistas y deportistas no pongan en riesgo su salud.",Sociedad
Báez Sosa: el escenario para la sentencia,Los puntos clave de los alegatos y las posibilidades del veredicto,"Hay una sentencia que ya está escrita en las calles de Dolores. “Si no es perpetua no es Justicia” es la leyenda que se lee en carteles que se ven por todos lados en el diminuto y prolijo centro de la ciudad. Entre la absolución y la cadena perpetua por homicidio doblemente agravado se abre un abanico de opciones para los ocho acusados por el crimen de Fernando Báez Sosa: homicidio en riña, preterintencional y simple con dolo eventual son las que enumeró Hugo Tomei en los alegatos del jueves. El dolo puede ser la llave para entender el caso. La lectura del veredicto será el lunes 6 de febrero a las 13. En esta nota, una síntesis de las distintas posibilidades, en conexión con puntos clave de la instancia de alegatos.  ",Sociedad
Piden colaboración para lograr la captura de la pareja cordobesa que se llevó a su hijo ,Hace una semana se activó la alerta Sofía por la desaparición de Gianluca Tiziano Maschio Zapata,"La fiscalía de Instrucción de Feria de Bell Ville pidió ayuda para capturar a los padres de Gianluca Tiziano Maschio Zapata, el nene de 8 años por el que se activó la alerta Sofia esta semana. Los investigadores creen que los progenitores del niño lo sacaron ilegalmente del país, para llevarlo a Brasil. El Ministerio Público Fiscal (MPF) informó que durante una visita de reinserción familiar nunca devolvieron al domicilio de Ricardo Daniel Zapata, abuelo sobre quien recae la guarda del niño.",Sociedad
Juicio por el crimen de Fernando Báez Sosa: los 6 momentos clave de los alegatos,La estrategia de los rugbiers y el reclamo de la familia,"Fueron tres semanas de audiencias con decenas de testigos, testimonios y pruebas que pasaron ante el tribunal, así como también unas pocas palabras de los acusados. Después, el turno de los alegatos. La reiteración en su pedido de la fiscalía, la respuesta de la defensa, la palabra de los padres de la víctima. El juicio por el asesinato de Fernando Báez Sosa, siempre envuelto en miles de miradas, llegó a su final. Ahora resta esperar el veredicto, que se dará a conocer el próximo 6 de febrero, más tarde de lo previsto.",Sociedad
Efemérides de hoy: qué pasó un 28 de enero,Hechos que ocurrieron en la Argentina y el mundo,En las efemérides del 28 de enero sobresalen estos hechos que ocurrieron un día como hoy en la Argentina y el mundo:,Sociedad
Una joya de la arquitectura y la historia argentina empieza a ser restaurada,Tras años de abandono,"El Pabellón del Centenario, una joya de la historia y la arquitectura argentina, comenzó a ser restaurado tras décadas de abandono que lo pusieron en peligro. El emblemático edificio está ubicado en Palermo detrás del supermercado Jumbo de Palermo, en el predio comprendido por la Avenida Bullrich, la calle Cerviño y las vías del Ferrocarril Mitre, y es el único que aún sigue en pie dentro de una serie de edificios levantados en Buenos Aires para los festejos de los cien años de la Revolución de Mayo.",Sociedad
Inteligencia artificial: una universidad francesa prohibió el uso de ChatGPT,Les estudiantes de Sciences Po podrían ser sancionades con la expulsión,"En Francia, la prestigiosa universidad Sciences Po prohibió a sus alumnos usar el robot conversacional ChatGPT, una inteligencia artificial capaz de responder a preguntas y redactar ensayos académicos. ",Sociedad
"""Alcoholemia Federal"": primer operativo del año en todo el país  ","Se llevará adelante este sábado, a la espera de que el Senado sancione la norma nacional","Este sábado, se realizará el primer operativo ""Alcoholemia Federal"" del año, con la realización de miles de test de alcoholemia en simultáneo en todo el país, operativos que tendrán la coordinación de la Agencia Nacional de Seguridad Vial (ASNV), y serán puestos en práctica con las fuerzas locales de provincias y municipios.",Sociedad
Dictaron preventivas a la mamá de Renzo Godoy y la pareja de ella,"Victoria Godoy y Luis Gallo están sospechados de ser coautores del crimen del niño, de 4 años","A más de un mes del crimen de Renzo Godoy, el nene de cuatro años que fue asesinado en Berazategui, la Justicia dictó prisión preventiva contra su mamá y su padrastro, Victoria Godoy y  Luis Gallo, sospechados de ser presuntos coautores del homicidio.",Sociedad
Activaron el Alerta Sofía por un chico de 8 años desaparecido en Córdoba ,El nene está a cargo de su abuelo materno desde 2017 por el maltrato que sufría por parte de sus papás. Creen que estaría en Buenos Aires,Se activó el Alerta Sofía por la desaparición de un chico de 8 años el domingo 22 de enero en Córdoba. El menor estaba a cargo de su abuelo materno desde 2017 por el maltrato que sufría por parte de sus papás.,Sociedad
Se sospecha intoxicación con salmonella en dos internados en Berazategui,En ese partido ya hubo dos muertos por la misma causa,"Luego de haber consumido carne dos hombres de 40 y 47 años se encuentran internados en el partido bonaerense de Berazategui con cuadros de diarrea, vómitos y fiebre, uno de ellos en estado grave. El Ministerio de Salud de la provincia de Buenos Aires está investigando un posible brote de origen alimentario, ya que en la misma localidad otras dos personas fallecieron con los mismos síntomas. ",Sociedad
Un temporal se abatió en el centro del país,"Un muerto, heridos y miles de usuarios sin servicio eléctrico","Un muerto, heridos y autos destrozados en San Luis; caídas de árboles y cortes del servicio eléctrico en Mendoza y San Juan; y demoras y desvíos en los aeropuertos de Ezeiza y Aeroparque fueron consecuencias del temporal que azotó la región central del país, mientras persisten alertas meteorológicas por tormentas intensas para ocho provincias, que se elevan a nivel naranja en Córdoba y Santa Fe.",Sociedad
Taxistas cortaron parcialmente uno de los ingresos a Mar del Plata,Por un conflicto con las aplicaciones de transporte,"Los taxistas de Mar del Plata bloqueron este viernes, en forma parcial, el ingreso a la ciudad como protesta por un supuesto incumplimiento del municipio de General Pueyrredón en torno a la prohibición que debería estar vigente para las aplicaciones de viajes.",Sociedad
Comienza un operativo de desarme voluntario y anónimo en el distrito norte de Rosario  ,Una medida para disminuir la violencia,"El Ministerio de Seguridad de Santa Fe convocó a un operativo de desarme voluntario y anónimo con un incentivo económico que se realizará desde el próximo lunes y hasta el 3 de febrero, de 9 a 13, en un puesto móvil ubicado en el Club Reflejos de la zona norte de Rosario.El denominado Plan Federal de Desarme Voluntario es organizado por la Agencia Nacional de Materiales Controlados (ANMaC), y su objetivo es reducir la circulación de armas de fuego en mercados ilegales y los hechos de violencia ocasionados por su uso, además de sensibilizar, concientizar y promover una cultura de la no violencia y la resolución pacífica de conflictos, informó hoy el Minsiterio.El operativo se realizará en un puesto móvil ubicado en la sede del Club Reflejos, en Génova 2402, desde el lunes 30 de enero y hasta el viernes 3 de febrero, de 9 a 13 horas.Una vez entregadas las armas y/o municiones en el puesto de recepción, operadores de la ANMaC verificarán el material y lo registrarán en las bases de datos del organismo.Los materiales se inutilizarán en el momento frente a la persona que los entregó y, posteriormente, se le dará un acta comprobante y el incentivo económico correspondiente.Las armas y municiones se resguardarán en los depósitos de la ANMaC para su procesamiento y destrucción.Desde 2007, a través del Programa de Entrega Voluntaria de Armas de Fuego y Municiones, se recibieron e inutilizaron alrededor de 210.000 armas de fuego y más de 2 millones de municiones en el marco del programa que es modelo a nivel internacional en materia de políticas públicas para la comunidad.Desde el gobierno provincial indicaron que ante cualquier duda sobre la manipulación o el traslado del material los interesados pueden ingresar a https://youtu.be/gkhdxqm7IJc.",Sociedad
Realizan un relevamiento territorial en Chubut para el reconocimiento de las comunidades indígenas  ,Un operativo dirigido por el Instituto de Asuntos Indígenas,"Personal del Instituto de Asuntos Indígenas (INAI) junto con funcionarios provinciales se encuentran realizando un relevamiento por toda la provincia de Chubut a fin de completar los trámites para la legalización de los títulos comunitarios de pobladores tehuelches y mapuches.El director de asuntos indígenas de Chubut, Rubén Saihueque, dijo que ""son alrededor de 70 comunidades que están realizando los trámites para su reconocimiento"" frente a 120 que ya poseen el título comunitario. Para la tarea, hay que recorrer un vasto territorio con pobladores que están a cientos de kilómetros entre sí.El funcionario provincial, quien se encuentra en la cordillera para completar por el noroeste chubutense el relevamiento, indicó en diálogo con Télam que ""las comunidades nos reciben muy bien porque son conscientes que este trámite significa la tranquilidad para las familias de que no las van a sacar de la tierra en la que viven"".Para Saihueque existe una ""relación directa"" entre el reconocimiento legal de las comunidades y la paz social. ""Todos sabemos que este trámite evita la conflictividad, porque nuestros paisanos viven con miedo y muchas veces estigmatizados y si se completan las carpetas y se llega al reconocimiento pueden vivir en paz, en comunidad y con el respeto de sus vecinos linderos"" aclaró.El Equipo Técnico Operativo (ETO) que integran especialistas del INAI y funcionarios locales está realizando el relevamiento en proximidades de El Hoyo y Lago Puelo, sobre la cordillera de Chubut y esta semana tomaron contacto con la comunidad ""Leopoldo Quilodrán"".Al respecto, el director de asuntos indígenas de Chubut explicó que ""fue muy importante"" estar en esa comunidad para firmar la cartografía que los pobladores aguardaban ""ya que ese es el trámite previo para armar la carpeta y presentarla ante Nación para el reconocimiento formal"".El concepto de ""propiedad comunitaria"" de las tierras hace mención a un régimen especial de posesión que apunta no sólo al reconocimiento de la titularidad para las familias originarias sino a evitar su posterior venta como una transacción inmobiliaria clásica, lo que hizo que muchos pobladores rurales hayan sido estafados con compras a precio vil.En la actualidad Chubut cuenta con más de 120 comunidades indígenas reconocidas y existen unas 70 que están en trámite, para lo cual se requiere completar un trámite administrativo. ""Que se recuerde que acá en Chubut no se entregan títulos comunitarios desde el año 2008"", dijo Sahique.El ETO tiene por función comunicar a los pobladores sobre los alcances de la Ley Nacional 26.160 que reconoce una ocupación actual, tradicional y pública.El director de Asuntos Indígenas pidió además que los senadores nacionales traten una modificación de la ley vigente, la que consideró ""muy importante para nuestros pueblos y para mantener la paz social y disminuir los puntos de conflicto"".La Ley 26.160 declaró la emergencia en materia de posesión y propiedad de las tierras que tradicionalmente ocupan las comunidades indígenas del país por el término de 4 años (que fue prorrogado), y suspendió la ejecución de sentencias, actos procesales o administrativos cuyo objeto sea su desalojo o desocupación.",Sociedad
De perpetua a absolución: los 5 posibles veredictos que enfrentan los rugbiers,Por el crimen de Fernando Báez Sosa,"El próximo 6 de febrero el Tribunal Oral en lo Criminal Nº 1 de Dolores dará a conocer el veredicto en la causa que busca dilucidar cómo se produjo el crimen de Fernando Báez Sosa. Después de tres semanas de audiencias y las jornadas de alegatos, cuáles son los escenarios a los que podrían enfrentarse los ocho imputados por el asesinato del joven ocurrido hace tres años en Villa Gesell.",Sociedad
"Juicio por el asesinato de Fernando Báez Sosa: tras el pedido de absolución de los rugbiers, el veredicto saldrá el 6 de febrero",A días de la sentencia,"El 2 de enero comenzó en los Tribunales de Dolores el juicio contra los ocho rugbiers imputados por el asesinato de Fernando Báez Sosa, que tenía 18 años cuando fue atacado a golpes a la salida del boliche Le Brique en Villa Gesell, y murió. ",Sociedad
Cómo impactó la derogación de Roe vs. Wade en Estados Unidos y América Latina  ,"#ResistirEnVerde, una investigación internacional  ","Con motivo del 50 aniversario del fallo Roe vs. Wade que legalizó el aborto en Estados Unidos, este domingo 22 de enero se publicó #ResistirEnVerde, una investigación periodística, internacional y colaborativa que visibiliza historias urgentes y necesarias sobre salud reproductiva, derechos reproductivos y justicia en las Américas.",Sociedad
Efemérides de hoy: qué pasó un 27 de enero,Hechos que ocurrieron en la Argentina y el mundo,En las efemérides del 27 de enero sobresalen estos hechos que ocurrieron un día como hoy en la Argentina y el mundo:,Sociedad
Un equipo científico del Conicet desarrolló un yogur probiótico que previene enfermedades,En los próximos días estará disponible en góndolas,"Una tecnología desarrollada por un equipo científico del Conicet será incorporada a un yogur, que será comercializado por la compañía Danone. Se trata de una bacteria que será empleada con el objetivo de “reforzar el sistema inmune” de las personas que la consuman, así como también, prevenir enfermedades intestinales y respiratorias. Como resultado, tanto el Consejo como la provincia de Tucumán (porque ejerce dominio sobre los recursos genéticos) obtendrán regalías a partir de la comercialización de un alimento funcional destinado a toda la población. ",Sociedad
Crimen de Fernando Báez Sosa: las últimas palabras de los rugbiers ante el tribunal,"""Ojalá pudiésemos volver el tiempo atrás. Estoy muy arrepentido"", dijo el principal acusado","""El debate ha terminado. Ya han escuchado la defensa que ejerció el doctor (Hugo) Tomei respecto de cada uno de ustedes, pero la ley nos obliga a que antes de que pasemos a deliberar les conceda la última palabra. Ya no sobre el hecho, sino sobre alguna cuestión que quieran manifestar antes de la deliberación"", propuso a los acusados la jueza María Claudia Castro. ",Sociedad
"Investigan abusos sexuales en un ""rito de iniciación"" de una empresa petrolera ",En la planta de Tenaris en Neuquén,La justicia de Neuquén investiga una denuncia por reiterados abusos sexuales en la planta que la empresa Tenaris del Grupo Techint tiene en la localidad de Senillosa. ,Sociedad
Crimen de Fernando Báez Sosa: las disculpas de los rugbiers no conmovieron a los padres de la víctima,"""Es fuerte que maten a tu hijo y después pidan perdón. No les veo sinceridad"", dijo Graciela Sosa ","Los pedidos de disculpas de los acusados no conmovieron a los papás de la víctima. Graciela Sosa y Silvino Báez fueron explícitos al hablar con los medios, cuando se retiraron de los tribunales de Dolores, rodeados de móviles de TV y de una nutrida custodia policial, fortalecida desde los incidentes de la última audiencia de la etapa probatoria. ",Sociedad
Crimen de Fernando Báez Sosa: el defensor de los rugbiers pidió la absolución,"En su alegato, Hugo Tomei aseguró que ""el hecho no está probado""","Desde DoloresGraciela Sosa terminaba de decir sus últimas palabras y Máximo Thomsen se secaba las lágrimas cuando llegó el turno del abogado Hugo Tomei para plantear los alegatos de la defensa en el juicio por el crimen de Fernando Báez Sosa"". La pérdida de un hijo es una de las peores cosas que le pueden pasar a un ser humano. Tengo que hablar después de la señora y me siento en un plano de desigualdad"", expresó para luego pedir la absolución de los ocho acusados, porque según él hay contradicciones técnicas en el proceso. ",Sociedad
"Shigella y salmonella, las bacterias en la carne y las achuras que mataron a 2 hombres ",Clausuraron dos carnicerías de Berazategui,"Dos hombres de 48 y 36 años murieron en el Hospital Evita Pueblo, en la localidad bonaerense de Berazategui, luego de ingresar con un cuadro de diarrea y vómitos, aparentemente por consumir carne y achuras en mal estado, con salmonella y shigella.",Sociedad
"Uno por uno, las palabras finales de los rugbiers en el juicio por el crimen de Fernando Báez Sosa",El pedido de disculpas de los acusados ,"El broche  final de las audiencias del juicio por el crimen de Fernando Báez Sosa lo pusieron los ocho imputados. Tras un cuarto intermedio luego del alegato del abogado que los defiende, Hugo Tomei, los rugbiers pronunciaron sus últimas palabras.",Sociedad
Juicio por el crimen de Fernando Báez Sosa: cuándo se conocerá el veredicto,Las posibles condenas para los imputados,"Tras un mes de juicio, con tres semanas de audiencias con testigos y profesionales y dos largas jornadas de alegatos, el Tribunal Oral en lo Criminal Nº 1 de Dolores informó que el próximo 6 de febrero, a partir de las 13, dará a conocer el veredicto del juicio por el crimen de Fernando Báez Sosa. ",Sociedad
"Uno por uno, las palabras finales de los rugbiers en el juicio por el crimen de Fernando Báez Sosa",El pedido de disculpas de los acusados ,"El broche  final de las audiencias del juicio por el crimen de Fernando Báez Sosa lo pusieron los ocho imputados. Tras un cuarto intermedio luego del alegato del abogado que los defiende, Hugo Tomei, los rugbiers pronunciaron sus últimas palabras.",Sociedad
Juicio por el crimen de Fernando Báez Sosa: cuándo se conocerá el veredicto,Las posibles condenas para los imputados,"Tras un mes de juicio, con tres semanas de audiencias con testigos y profesionales y dos largas jornadas de alegatos, el Tribunal Oral en lo Criminal Nº 1 de Dolores informó que el próximo 6 de febrero, a partir de las 13, dará a conocer el veredicto del juicio por el crimen de Fernando Báez Sosa. ",Sociedad
El motivo por el que Hugo Tomei pidió la absolución de los rugbiers acusados por el crimen de Fernando Báez Sosa,El argumento que el abogado dio en su alegato,"Desde DoloresGraciela Sosa terminaba de decir sus últimas palabras; Máximo Thomsen parecía haber llorado --se pasaba el dedo por debajo de los ojos-- cuando llegó el turno de Hugo Tomei para que planteara los alegatos de la defensa. “Todo dolor es inmenso y la pérdida de un hijo es una de las peores cosas que le pueden pasar a un ser humano. Tengo que hablar después de la señora y me siento en un plano de desigualdad”, expresó para después pedir la absolución de los ocho acusados, porque según él hay contradicciones técnicas en el proceso. Y al final esbozó otras posibilidades.",Sociedad
Encontraron con vida al mochilero mendocino que había desaparecido en  Ecuador,Fue hallado en Perú,"Rodrigo Salguero, el joven mendocino que se encontraba desaparecido desde el 18 de enero pasado en la localidad de Olmedo, Ecuador, fue hallado ""sano y salvo"" en las últimas horas en Perú, informó este jueves el embajador de Argentina en Ecuador, Gabriel Fuks.",Sociedad
